State,StateID,ItemLabels,GenItemLabel,Classification,Date,Amount
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/08/2018,970
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/09/2018,1033.333333
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/10/2018,900
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/11/2018,850
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/12/2018,850
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/01/2019,916.6118913
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/02/2019,828.5714286
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/03/2019,833.3333333
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/04/2019,850
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/05/2019,820
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/06/2019,800
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/07/2019,780
Lagos,25,Chicken Feet,Chicken wings,Food Item,01/08/2019,812.5
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/01/2017,1079.07
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/02/2017,1098.214286
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/03/2017,1028.571429
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/04/2017,1062.12963
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/05/2017,1065.625
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/06/2017,1117.647059
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/07/2017,1190
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/08/2017,1200
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/09/2017,1200.6
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/10/2017,1113.888889
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/11/2017,1076.470588
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/12/2017,1164.705882
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/01/2018,1164.705882
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/02/2018,1082.5
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/03/2018,1143.478261
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/04/2018,1010
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/05/2018,1125.962992
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/06/2018,1129.545455
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/07/2018,1177.777778
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/08/2018,1131.578947
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/09/2018,1134.210526
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/10/2018,1147.5
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/11/2018,1155.555556
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/12/2018,1157.894737
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/01/2019,1129.205492
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/02/2019,1028.571429
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/03/2019,1009.52381
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/04/2019,1163.157895
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/05/2019,1125.454545
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/06/2019,1057.894737
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/07/2019,1012.631579
Lagos,25,Chicken Wings,Chicken laps,Food Item,01/08/2019,1026.78
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/01/2017,140.015
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/02/2017,126.6666667
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/03/2017,140
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/04/2017,150
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/05/2017,152.8571429
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/06/2017,156.6666667
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/07/2017,178.75
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/08/2017,156
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/09/2017,170
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/10/2017,155.7142857
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/11/2017,155.7142857
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/12/2017,145
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/01/2018,160
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/02/2018,153.3333333
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/03/2018,152.2727273
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/04/2018,158
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/05/2018,157.6444008
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/06/2018,153.3333333
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/07/2018,150
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/08/2018,147.5
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/09/2018,151.6666667
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/10/2018,145
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/11/2018,142.5
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/12/2018,155
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/01/2019,152.1025776
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/02/2019,151.6666667
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/03/2019,148.5714286
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/04/2019,151.4285714
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/05/2019,157.5
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/06/2019,146.6666667
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/07/2019,150
Lagos,25,Evaporated tinned milk carnation 170g,Tin Milk others (170g),Food Item,01/08/2019,158
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/01/2017,145
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/02/2017,173.3636364
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/03/2017,192
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/04/2017,196.1111111
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/05/2017,195.7142857
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/06/2017,197.1428571
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/07/2017,195.2941176
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/08/2017,210
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/09/2017,206.1764706
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/10/2017,198.6666667
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/11/2017,198.6666667
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/12/2017,197.2222222
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/01/2018,198
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/02/2018,190.5882353
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/03/2018,190.1666667
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/04/2018,195.15789470000001
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/05/2018,205
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/06/2018,193.9130435
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/07/2018,200.5
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/08/2018,198.3809524
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/09/2018,202.1052632
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/10/2018,201
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/11/2018,200.5
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/12/2018,200.15
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/01/2019,220
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/02/2019,208.125
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/03/2019,200.952381
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/04/2019,203.15789470000001
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/05/2019,203.8095238
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/06/2019,195.8823529
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/07/2019,182.6315789
Lagos,25,"Evaporated tinned milk(peak), 170g",Tin Milk Peak (170g),Food Item,01/08/2019,205.38
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/01/2017,1172.555
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/02/2017,1290.972222
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/03/2017,1244.444444
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/04/2017,1378.947368
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/05/2017,1357.894737
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/06/2017,1438.095238
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/07/2017,1466.666667
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/08/2017,1331.578947
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/09/2017,1340
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/10/2017,1232.352941
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/11/2017,1318.75
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/12/2017,1293.75
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/01/2018,1293.75
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/02/2018,1310.526316
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/03/2018,1304.166667
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/04/2018,1240
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/05/2018,1325.67778
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/06/2018,1264.583333
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/07/2018,1303.448276
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/08/2018,1245
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/09/2018,1278.947368
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/10/2018,1295
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/11/2018,1263.157895
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/12/2018,1276.190476
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/01/2019,1283.116987
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/02/2019,1304.666667
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/03/2019,1316.842105
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/04/2019,1488.235294
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/05/2019,1467.647059
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/06/2019,1500
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/07/2019,1505.263158
Lagos,25,Frozen chicken,Frozen chicken,Food Item,01/08/2019,1509.28
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/01/2017,208.095
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/02/2017,270.3735
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/03/2017,304.9415603
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/04/2017,280.0268053
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/05/2017,282.7021076
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/06/2017,317.5980804
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/07/2017,319.9037655
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/08/2017,334.957
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/09/2017,319.9480802
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/10/2017,297.3234319
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/11/2017,241.7605882
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/12/2017,200.7138447
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/01/2018,200
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/02/2018,237.7490008
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/03/2018,204.7382281
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/04/2018,200.6583856
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/05/2018,225.9433364
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/06/2018,206.881552
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/07/2018,195.0681947
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/08/2018,204.8044984
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/09/2018,183.8773079
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/10/2018,151.4516129
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/11/2018,130.3571429
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/12/2018,129.532967
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/01/2019,136.0076401
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/02/2019,138.1613757
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/03/2019,127.4260974
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/04/2019,134.576573
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/05/2019,131.292381
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/06/2019,123.3423661
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/07/2019,143.9284757
Lagos,25,"Gari white,sold loose",White Garri,Food Item,01/08/2019,136.91
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/01/2017,264.815
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/02/2017,267.6513636
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/03/2017,317.4125919
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/04/2017,302.7150787
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/05/2017,313.4314714
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/06/2017,347.7727015
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/07/2017,366.5656598
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/08/2017,370.3773684
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/09/2017,374.5219034
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/10/2017,339.4412756
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/11/2017,307.145
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/12/2017,240.9080298
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/01/2018,235
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/02/2018,266
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/03/2018,245.56
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/04/2018,241.1809697
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/05/2018,299.233415
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/06/2018,314.8818854
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/07/2018,317.1467058
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/08/2018,334.3449346
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/09/2018,334.3449346
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/10/2018,298.4410285
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/11/2018,253.8790157
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/12/2018,185.8928571
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/01/2019,196.4285714
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/02/2019,165.4998608
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/03/2019,151.107973
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/04/2019,157.4986316
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/05/2019,161.647
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/06/2019,138.0388384
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/07/2019,147.130878
Lagos,25,"Gari yellow,sold loose",Yellow Garri,Food Item,01/08/2019,152.18
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/01/2017,1132.348
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/02/2017,1480.625
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/03/2017,1313.636364
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/04/2017,1088.888889
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/05/2017,1050
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/06/2017,1057.518821
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/07/2017,1180
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/08/2017,1162.5
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/09/2017,1157.142857
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/10/2017,1086.363636
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/11/2017,1039.166667
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/12/2017,1246.428571
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/01/2018,1246.428571
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/02/2018,1379.166667
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/03/2018,1402.941176
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/04/2018,1286.666667
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/05/2018,1285.372196
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/06/2018,1109.375
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/07/2018,1190.47619
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/08/2018,1216.05042
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/09/2018,1100
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/10/2018,1122.727273
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/11/2018,1135.714286
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/12/2018,1028.571429
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/01/2019,1120
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/02/2019,1086.363636
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/03/2019,1066.666667
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/04/2019,1072.5
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/05/2019,1045.454545
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/06/2019,984.430622
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/07/2019,962.5
Lagos,25,Mudfish (aro) fresh,Fresh Mudfish (aro),Food Item,01/08/2019,1013.33
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/01/2017,2475.72
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/02/2017,2169.01125
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/03/2017,2206
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/04/2017,2215.993266
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/05/2017,2331.722689
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/06/2017,2204.166667
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/07/2017,2405.77342
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/08/2017,2464.285714
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/09/2017,2483.333333
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/10/2017,2238.888889
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/11/2017,2388.888571
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/12/2017,2175
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/01/2018,2175
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/02/2018,1850
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/03/2018,1830.612245
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/04/2018,1917.857143
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/05/2018,2093.913258
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/06/2018,2000.785714
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/07/2018,2200
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/08/2018,1991.666667
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/09/2018,2152.380952
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/10/2018,2130
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/11/2018,2287.5
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/12/2018,2168.095238
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/01/2019,2061.650454
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/02/2019,2027.380952
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/03/2019,1998.595238
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/04/2019,1957.142857
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/05/2019,1899.285
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/06/2019,1808.612245
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/07/2019,1781.428571
Lagos,25,Mudfish : dried,Dried Mudfish,Food Item,01/08/2019,1804.28
Lagos,25,Onion bulb,Onions,Food Item,01/01/2017,294.95
Lagos,25,Onion bulb,Onions,Food Item,01/02/2017,315.8025
Lagos,25,Onion bulb,Onions,Food Item,01/03/2017,322.4546127
Lagos,25,Onion bulb,Onions,Food Item,01/04/2017,285.2135471
Lagos,25,Onion bulb,Onions,Food Item,01/05/2017,287.3006272
Lagos,25,Onion bulb,Onions,Food Item,01/06/2017,294.3607073
Lagos,25,Onion bulb,Onions,Food Item,01/07/2017,283.6858
Lagos,25,Onion bulb,Onions,Food Item,01/08/2017,397.3463158
Lagos,25,Onion bulb,Onions,Food Item,01/09/2017,322.4351676
Lagos,25,Onion bulb,Onions,Food Item,01/10/2017,310.0086656
Lagos,25,Onion bulb,Onions,Food Item,01/11/2017,299.7107143
Lagos,25,Onion bulb,Onions,Food Item,01/12/2017,314.9473227
Lagos,25,Onion bulb,Onions,Food Item,01/01/2018,300
Lagos,25,Onion bulb,Onions,Food Item,01/02/2018,294.896594
Lagos,25,Onion bulb,Onions,Food Item,01/03/2018,232.2019252
Lagos,25,Onion bulb,Onions,Food Item,01/04/2018,301.0866685
Lagos,25,Onion bulb,Onions,Food Item,01/05/2018,301.1461614
Lagos,25,Onion bulb,Onions,Food Item,01/06/2018,353.8231422
Lagos,25,Onion bulb,Onions,Food Item,01/07/2018,350.5678314
Lagos,25,Onion bulb,Onions,Food Item,01/08/2018,347.9678174
Lagos,25,Onion bulb,Onions,Food Item,01/09/2018,355.2521448
Lagos,25,Onion bulb,Onions,Food Item,01/10/2018,354.7699362
Lagos,25,Onion bulb,Onions,Food Item,01/11/2018,368.8933477
Lagos,25,Onion bulb,Onions,Food Item,01/12/2018,266.15
Lagos,25,Onion bulb,Onions,Food Item,01/01/2019,233.3333333
Lagos,25,Onion bulb,Onions,Food Item,01/02/2019,245.2218931
Lagos,25,Onion bulb,Onions,Food Item,01/03/2019,232.7572248
Lagos,25,Onion bulb,Onions,Food Item,01/04/2019,242.1052709
Lagos,25,Onion bulb,Onions,Food Item,01/05/2019,216.8436364
Lagos,25,Onion bulb,Onions,Food Item,01/06/2019,209.9781347
Lagos,25,Onion bulb,Onions,Food Item,01/07/2019,213.4804528
Lagos,25,Onion bulb,Onions,Food Item,01/08/2019,259.28
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/01/2017,298.78
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/02/2017,429.5670707
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/03/2017,392.5050403
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/04/2017,369.7792869
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/05/2017,379.2562724
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/06/2017,376.0292869
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/07/2017,363.0220713
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/08/2017,337.7547368
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/09/2017,336.1629881
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/10/2017,318.7346904
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/11/2017,315.2370588
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/12/2017,320.4301075
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/01/2018,310
Lagos,25,Rice agric sold loose,Agric Rices (loose),Food Item,01/02/2018,305.7918008
